data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2023-01-08,202302,720.0,720,720.0,720,1.0,5.841675,0,3,355030820230219748,2024-01-26,0,2.5183942,12325232,19.2857142857143,90.2450977142857,1,1.0,1,83.7140311428571,71.5609658571429,20.9880954285714,23.8571428571429,127.0,,,,,1714244
2023-01-01,202301,640.0,640,640.0,640,1.0,5.1926003,0,1,355030820230119741,2024-01-19,0,4.5955157,12325232,18.5714285714286,89.9196377142857,1,1.0,1,81.044086,66.2386978571429,20.184524,22.8571428571429,139.0,,,,,1714244
2022-12-25,202252,180.0,180,180.0,180,0.9750892,1.4604187,0,1,355030820225219734,2024-01-12,0,1.2436646,12325232,19.6666666666667,88.2418733333333,1,0.0,0,80.1440316666667,67.4832833333333,21.2949493333333,23.6666666666667,52.0,,,,,1714244
2022-12-18,202251,38.0,38,38.0,38,0.0,0.30831063,0,1,355030820225119718,2023-12-27,0,0.16499694,12325232,18,91.035042,0,0.0,0,80.622082,63.3847065,19.147436,22.5,68.0,,,,,1714244
2022-12-11,202250,101.0,101,101.0,101,0.0,0.8194572,0,2,355030820225019718,2023-12-27,0,0.35178253,12325232,18.3333333333333,88.4892376666667,1,0.0,0,75.6094333333333,57.5523096666667,21.0694446666667,25.3333333333333,61.0,,,,,1714244
2022-12-04,202249,278.0,278,278.0,278,0.10774338,2.2555356,0,1,355030820224919708,2023-12-17,0,0.90273,12325232,19.1428571428571,91.6822511428571,1,0.0,1,75.9806321428571,53.2343777142857,22.6147185714286,27.4285714285714,63.0,,,,,1714244
2022-11-27,202248,321.0,321,321.0,321,0.4329727,2.6044135,0,1,355030820224819685,2023-11-24,0,0.9868155,12325232,18.2857142857143,94.8157011428572,1,0.0,1,80.9073414285714,54.2475387142857,20.8452377142857,25.8571428571429,74.0,,,,,1714244
2022-11-20,202247,284.0,284,284.0,284,0.01045296,2.3042161,0,1,355030820224719685,2023-11-24,0,0.8311519,12325232,17.2857142857143,91.4323042857143,0,0.0,1,79.6300094285714,60.2814461428571,19.4424601428571,23.4285714285714,45.0,,,,,1714244
2022-11-13,202246,353.0,353,353.0,353,0.1836171,2.8640435,0,1,355030820224619685,2023-11-24,0,0.9354676,12325232,17.1428571428571,83.8348121428571,0,0.0,1,69.153664,47.3139367142857,19.9821428571429,24.5714285714286,49.0,,,,,1714244
2022-11-06,202245,317.0,317,317.0,317,2.7978851e-05,2.5719597,0,1,355030820224519685,2023-11-24,0,0.7430635,12325232,14.4285714285714,92.8879777142857,0,0.0,1,78.7333964285714,54.8463838571429,17.2479902857143,22.4285714285714,42.0,,,,,1714244
2022-10-30,202244,364.0,364,364.0,364,0.0005965282,2.9532912,0,1,355030820224419685,2023-11-24,0,0.79704416,12325232,13.8571428571429,92.0739585714286,0,0.0,1,80.1952671428571,62.768135,16.811812,20.2857142857143,50.0,,,,,1714244
2022-10-23,202243,449.0,449,449.0,449,0.537959,3.6429334,0,3,355030820224319685,2023-11-24,0,1.0063875,12325232,17.4285714285714,87.4866728571429,0,0.0,1,71.7044725714286,48.3137605714286,20.8785714285714,26,49.0,,,,,1714244
2022-10-16,202242,473.0,473,473.0,473,0.9956377,3.837656,0,3,355030820224219685,2023-11-24,0,1.195094,12325232,17.1428571428571,93.9195085714286,0,1.0,1,80.5350264285714,57.6343427142857,19.9918575714286,24.5714285714286,60.0,,,,,1714244
2022-10-09,202241,482.0,482,482.0,482,0.9999995,3.910677,0,3,355030820224119685,2023-11-24,0,1.4108356,12325232,17.1428571428571,94.0348857142857,0,1.0,1,82.6427698571429,61.3829822857143,19.7372818571429,24.5714285714286,63.0,,,,,1714244
2022-10-02,202240,401.0,401,401.0,401,0.9997273,3.2534885,0,1,355030820224019685,2023-11-24,0,1.297509,12325232,15.7142857142857,95.65357,0,1.0,1,81.1669262857143,56.5512915714286,18.1309522857143,22.2857142857143,56.0,,,,,1714244
2022-09-25,202239,308.0,308,308.0,308,0.7706014,2.4989388,0,1,355030820223919685,2023-11-24,0,1.062438,12325232,13.4285714285714,99.1132242857143,0,0.0,1,91.0231465714286,80.058528,15.1021062857143,17.7142857142857,39.0,,,,,1714244
2022-09-18,202238,332.0,332,332.0,332,0.9739308,2.6936612,0,1,355030820223819685,2023-11-24,0,1.1695755,12325232,12.4285714285714,93.0171114285714,0,1.0,1,79.7582277142857,58.0494157142857,15.3284632857143,19.1428571428571,34.0,,,,,1714244
2022-09-11,202237,259.0,259,259.0,259,0.11775733,2.1013803,0,1,355030820223719685,2023-11-24,0,0.9034335,12325232,13.1428571428571,96.39203,0,0.0,1,88.4796778571429,74.4615808571429,14.8739647142857,17.4285714285714,22.0,,,,,1714244
2022-09-04,202236,307.0,307,307.0,307,0.5370788,2.4908254,0,1,355030820223619685,2023-11-24,0,1.0075499,12325232,14.1428571428571,91.04171,0,0.0,1,73.4112105714286,50.2354967142857,17.6964287142857,23.1428571428571,24.0,,,,,1714244
2022-08-28,202235,257.0,257,257.0,257,0.0012256376,2.0851533,0,1,355030820223519685,2023-11-24,0,0.7781691,12325232,12.2857142857143,89.8423448571428,0,0.0,1,77.6467881428571,59.6294367142857,14.5830084285714,18.4285714285714,33.0,,,,,1714244
2022-08-21,202234,317.0,317,317.0,317,0.020396363,2.5719597,0,1,355030820223419685,2023-11-24,0,0.8554152,12325232,14.1428571428571,88.8279157142857,0,0.0,1,74.4113322857143,49.4660064285714,16.7728935714286,20.8571428571429,33.0,,,,,1714244
2022-08-14,202233,326.0,326,326.0,326,8.31819e-05,2.6449807,0,1,355030820223319685,2023-11-24,0,0.7594504,12325232,13.7142857142857,79.7119382857143,0,0.0,1,65.2860874285714,44.9388708571429,16.9574571428571,22.1428571428571,28.0,,,,,1714244
2022-08-07,202232,343.0,343,343.0,343,1.2406225e-07,2.7829092,0,1,355030820223219685,2023-11-24,0,0.6977658,12325232,13,97.2922385714286,0,0.0,1,83.5908451428571,58.9106845714286,15.5773808571429,19.1428571428571,34.0,,,,,1714244
2022-07-31,202231,453.0,453,453.0,453,0.000314077,3.6753871,0,1,355030820223119685,2023-11-24,0,0.80638087,12325232,13.4285714285714,89.2230305714286,0,0.0,1,74.4846101428571,55.5952494285714,16.3819727142857,2E+1,58.0,,,,,1714244
2022-07-24,202230,473.0,473,473.0,473,2.567316e-07,3.837656,0,1,355030820223019685,2023-11-24,0,0.7388926,12325232,14.7142857142857,86.1586335714286,0,0.0,1,66.4929274285714,42.5373368571429,18.2438377142857,23,77.0,,,,,1714244
2022-07-17,202229,566.0,566,566.0,566,1.8303615e-06,4.5922055,0,1,355030820222919685,2023-11-24,0,0.7726412,12325232,15.4285714285714,89.1442942857143,0,0.0,1,70.6477472857143,46.6194382857143,18.769841,23.5714285714286,77.0,,,,,1714244
2022-07-10,202228,639.0,639,639.0,639,1.4749486e-08,5.1844864,0,1,355030820222819685,2023-11-24,0,0.74937516,12325232,16,79.4786675714286,0,0.0,1,64.0165518571429,48.732711,18.729261,22.5714285714286,90.0,,,,,1714244
2022-07-03,202227,715.0,715,715.0,715,8.027801e-12,5.801108,0,1,355030820222719685,2023-11-24,0,0.7202125,12325232,15,72.7367957142857,0,0.0,1,53.562609,32.8590614285714,19.7211402857143,24.7142857142857,82.0,,,,,1714244
2022-06-26,202226,834.0,834,834.0,834,2.3758773e-14,6.766607,0,1,355030820222619685,2023-11-24,0,0.71240985,12325232,13.1428571428571,86.3134857142857,0,0.0,1,71.2391284285714,45.8378247142857,16.7377448571429,22.1428571428571,107.0,,,,,1714244
2022-06-19,202225,1026.0,1026,1026.0,1026,0.0,8.324387,0,1,355030820222519685,2023-11-24,0,0.7005546,12325232,14.4285714285714,86.4656314285714,0,0.0,1,71.4602391428571,54.0736834285714,17.6785712857143,21.8571428571429,105.0,,,,,1714244
2022-06-12,202224,1070.0,1070,1070.0,1070,0.0,8.681378,0,1,355030820222419685,2023-11-24,0,0.57553285,12325232,10.5714285714286,90.9898825714286,0,0.0,1,70.9805504285714,46.314708,14.4226191428571,19.2857142857143,181.0,,,,,1714244
2022-06-05,202223,1398.0,1398,1398.0,1398,0.0,11.342586,0,4,355030820222319685,2023-11-24,0,0.6192594,12325232,14.2857142857143,93.7855971428571,0,0.0,1,86.2488192857143,72.8647721428571,16.0801021428571,19.1428571428571,191.0,,,,,1714244
2022-05-29,202222,1881.0,1881,1881.0,1881,0.0,15.261376,0,4,355030820222219685,2023-11-24,0,0.69793403,12325232,15,91.8055814285714,0,0.0,2,81.114368,66.0592777142857,17.2040814285714,20.5714285714286,311.0,,,,,1714244
2022-05-22,202221,2336.0,2336,2336.0,2336,0.0,18.95299,0,4,355030820222119685,2023-11-24,0,0.7394135,12325232,13.1428571428571,82.4812522857143,0,0.0,2,63.3984492857143,36.798048,17.5595235714286,23.1428571428571,449.0,,,,,1714244
2022-05-15,202220,2433.0,2433,2433.0,2433,0.0,19.739994,0,4,355030820222019685,2023-11-24,0,0.73454666,12325232,10.7142857142857,87.7613414285714,0,0.0,2,73.280315,50.3428991428571,13.6011905714286,17.4285714285714,764.0,,,,,1714244
2022-05-08,202219,3522.0,3522,3522.0,3522,1.0,28.575527,0,4,355030820221919685,2023-11-24,0,1.154211,12325232,14.5714285714286,92.93907,0,1.0,2,80.704357,60.5228818571429,17.2385532857143,21.7142857142857,1284.0,,,,,1714244
2022-05-01,202218,3538.0,3538,3538.0,3538,1.0,28.705341,0,4,355030820221819685,2023-11-24,0,1.3860627,12325232,16,91.3534291428571,0,1.0,2,77.547775,60.6864844285714,18.4642621428571,21.8571428571429,1669.0,,,,,1714244
2022-04-24,202217,3177.0,3177,3177.0,3177,1.0,25.776392,0,4,355030820221719685,2023-11-24,0,1.5644785,12325232,18.1428571428571,89.0871651428571,1,1.0,2,70.6984428571429,47.6630534285714,21.7348482857143,26.7142857142857,1362.0,,,,,1714244
2022-04-17,202216,2587.0,2587,2587.0,2587,1.0,20.989464,0,3,355030820221619685,2023-11-24,0,1.6088557,12325232,15,88.7105128571429,0,1.0,2,73.6030064285714,48.3932964285714,18.5401137142857,23.7142857142857,1259.0,,,,,1714244
2022-04-10,202215,1935.0,1935,1935.0,1935,1.0,15.699502,0,3,355030820221519685,2023-11-24,0,1.5276779,12325232,17.1428571428571,91.4738214285714,0,1.0,2,78.889063,57.7901121428571,19.5345241428571,23.7142857142857,967.0,,,,,1714244
2022-04-03,202214,1608.0,1608,1608.0,1608,1.0,13.046408,0,3,355030820221419685,2023-11-24,0,1.6356745,12325232,18.2857142857143,92.3249148571429,1,1.0,1,83.1178082857143,62.0928385714286,20.2652595714286,24.8571428571429,720.0,,,,,1714244
2022-03-27,202213,1257.0,1257,1257.0,1257,1.0,10.198591,0,3,355030820221319685,2023-11-24,0,1.6289206,12325232,18.2857142857143,94.0783108571429,1,1.0,1,83.0694048571429,65.4646385714286,20.5757291428571,24.5714285714286,548.0,,,,,1714244
2022-03-20,202212,946.0,946,946.0,946,1.0,7.675312,0,3,355030820221219685,2023-11-24,0,1.5216984,12325232,18.2857142857143,86.8792114285714,1,1.0,1,74.6737044285714,53.6717172857143,21.32568,26.1428571428571,412.0,,,,,1714244
2022-03-13,202211,738.0,738,738.0,738,1.0,5.9877167,0,3,355030820221119685,2023-11-24,0,1.4933829,12325232,20.5714285714286,92.515468,1,1.0,1,82.5428657142857,64.2908401428571,22.4420067142857,26.5714285714286,305.0,,,,,1714244
2022-03-06,202210,627.0,627,627.0,627,1.0,5.0871253,0,3,355030820221019685,2023-11-24,0,1.6150618,12325232,20.2857142857143,90.2492371428571,1,1.0,1,73.4047735714286,46.9287284285714,23.7083334285714,29.4285714285714,278.0,,,,,1714244
2022-02-27,202209,504.0,504,504.0,504,1.0,4.0891724,0,2,355030820220919685,2023-11-24,0,1.5248289,12325232,19.4285714285714,91.679402,1,1.0,1,72.7857015714286,43.4716235714286,23.7428572857143,3E+1,169.0,,,,,1714244
2022-02-20,202208,342.0,342,342.0,342,0.9009618,2.7747955,0,1,355030820220819685,2023-11-24,0,1.1061354,12325232,19.4285714285714,87.5426471428571,1,0.0,1,70.1653585714286,41.4944012857143,23.434524,29.8571428571429,111.0,,,,,1714244
2022-02-13,202207,322.0,322,322.0,322,0.7217858,2.612527,0,1,355030820220719685,2023-11-24,0,1.047984,12325232,18.2857142857143,91.4899334285714,1,0.0,1,77.8302368571429,54.2626415714286,21.0416665714286,26,80.0,,,,,1714244
2022-02-06,202206,310.0,310,310.0,310,0.345086,2.5151656,0,1,355030820220619685,2023-11-24,0,0.9687546,12325232,18,89.0437242857143,0,0.0,1,79.8654111428571,65.8430674285714,20.3333331428571,23.7142857142857,76.0,,,,,1714244
2022-01-30,202205,289.0,289,289.0,289,0.109289005,2.3447835,0,2,355030820220519685,2023-11-24,0,0.90505505,12325232,19.5714285714286,93.2538042857143,1,0.0,1,83.3359351428571,66.655779,21.6134041428571,25.1428571428571,56.0,,,,,1714244
2022-01-23,202204,325.0,325,325.0,325,0.9278281,2.6368673,0,2,355030820220419685,2023-11-24,0,1.1250875,12325232,20.4285714285714,90.9157457142857,1,0.0,1,79.0527685714286,58.2939284285714,22.7029475714286,27.2857142857143,74.0,,,,,1714244
2022-01-16,202203,366.0,366,366.0,366,1.0,2.9695182,0,2,355030820220319685,2023-11-24,0,1.5950388,12325232,19.5714285714286,88.3839991428571,1,1.0,1,73.8189322857143,46.0217605714286,22.9982495714286,29.1428571428571,69.0,,,,,1714244
2022-01-09,202202,253.0,253,253.0,253,0.9999981,2.0526998,0,2,355030820220219685,2023-11-24,0,1.5847162,12325232,18.4285714285714,95.77835,1,0.0,0,86.5631422857143,66.2054661428571,20.3511905714286,24.5714285714286,43.0,,,,,1714244
2022-01-02,202201,327.0,327,327.0,327,1.0,2.653094,0,1,355030820220119685,2023-11-24,0,1.8342912,12325232,19.1428571428571,93.9679091428571,1,1.0,1,83.2013472857143,65.1473651428571,21.3396358571429,24.7142857142857,66.0,,,,,1714244
2021-12-26,202152,38.0,38,38.0,38,0.0,0.30831063,0,1,355030820215219685,2023-11-24,0,0.14329587,12325232,18.2857142857143,90.6778805714286,1,0.0,0,76.9921314285714,59.7655425714286,20.8964984285714,24.7142857142857,12.0,,,,,1714244
2021-12-19,202151,137.0,137,137.0,137,0.0,1.1115409,0,1,355030820215119685,2023-11-24,0,0.4378274,12325232,16.5714285714286,90.5806605714286,0,0.0,0,77.0482344285714,58.0089128571429,19.3434262857143,23.4285714285714,36.0,,,,,1714244
2021-12-12,202150,313.0,313,313.0,313,0.82737565,2.539506,0,3,355030820215019685,2023-11-24,0,1.0798885,12325232,2E+1,90.1301342857143,1,0.0,1,79.0697392857143,62.3286735714286,22.3039665714286,26.2857142857143,68.0,,,,,1714244
2021-12-05,202149,365.0,365,365.0,365,0.9999999,2.9614048,0,3,355030820214919685,2023-11-24,0,1.5271609,12325232,15.5714285714286,87.4282471428571,0,1.0,1,77.7957214285714,59.9841512857143,17.9816251428571,21.8571428571429,80.0,,,,,1714244
2021-11-28,202148,291.0,291,291.0,291,0.99999684,2.3610103,0,1,355030820214819685,2023-11-24,0,1.5142325,12325232,17.5714285714286,90.651892,0,1.0,1,77.9764532857143,59.7631028571429,20.8012054285714,25.1428571428571,55.0,,,,,1714244
2021-11-21,202147,239.0,239,239.0,239,0.99992657,1.9391116,0,1,355030820214719685,2023-11-24,0,1.4646939,12325232,16.8571428571429,85.4728371428571,0,0.0,0,72.3616184285714,50.8145995714286,19.9437938571429,24.8571428571429,48.0,,,,,1714244
2021-11-14,202146,186.0,186,186.0,186,0.9733134,1.5090994,0,1,355030820214619685,2023-11-24,0,1.2348027,12325232,16.5714285714286,88.2302628571429,0,0.0,0,72.3790108571429,51.7529958571429,19.7468,24.1428571428571,36.0,,,,,1714244
2021-11-07,202145,144.0,144,144.0,144,0.49231252,1.168335,0,1,355030820214519685,2023-11-24,0,0.99773604,12325232,14.8571428571429,88.7683537142857,0,0.0,0,79.9581535714286,66.7843357142857,16.7166381428571,19.8571428571429,17.0,,,,,1714244
2021-10-31,202144,167.0,167,167.0,167,0.86677074,1.3549441,0,1,355030820214419685,2023-11-24,0,1.1335043,12325232,16.2857142857143,92.1619991428571,0,0.0,0,81.9608057142857,64.438403,18.3827637142857,22,19.0,,,,,1714244
2021-10-24,202143,124.0,124,124.0,124,0.037495527,1.0060662,0,1,355030820214319685,2023-11-24,0,0.80733067,12325232,16.5714285714286,93.91732,0,0.0,0,85.9134728571428,69.9851857142857,18.604027,22.2857142857143,22.0,,,,,1714244
2021-10-17,202142,156.0,156,156.0,156,0.3657774,1.2656963,0,1,355030820214219685,2023-11-24,0,0.9623068,12325232,13.8571428571429,92.90146,0,0.0,0,86.4754908571429,73.5067451428571,15.5460898571429,18,23.0,,,,,1714244
2021-10-10,202141,152.0,152,152.0,152,0.11667654,1.2332425,0,1,355030820214119685,2023-11-24,0,0.87625813,12325232,16.7142857142857,92.2373785714286,0,0.0,0,80.40298,58.8313844285714,19.503002,24.7142857142857,21.0,,,,,1714244
2021-10-03,202140,157.0,157,157.0,157,0.109054744,1.2738097,0,1,355030820214019685,2023-11-24,0,0.87437266,12325232,15.8571428571429,94.725296,0,0.0,0,85.1563162857143,65.7039128571429,18.0297617142857,22.8571428571429,27.0,,,,,1714244
2021-09-26,202139,179.0,179,179.0,179,0.56553394,1.4523053,0,1,355030820213919685,2023-11-24,0,1.0176525,12325232,16.7142857142857,86.3883762857143,0,0.0,0,68.219841,45.93484,21.109127,26.5714285714286,25.0,,,,,1714244
2021-09-19,202138,188.0,188,188.0,188,0.8223558,1.5253263,0,1,355030820213819685,2023-11-24,0,1.1025035,12325232,14.7142857142857,92.0653488571429,0,0.0,0,76.3199058571429,50.6668358571429,18.5238095714286,25.5714285714286,22.0,,,,,1714244
2021-09-12,202137,178.0,178,178.0,178,0.4829033,1.4441919,0,1,355030820213719685,2023-11-24,0,0.99547666,12325232,17,91.4812825714286,0,0.0,0,73.258464,48.8168844285714,21.0380434285714,26.8571428571429,27.0,,,,,1714244
2021-09-05,202136,166.0,166,166.0,166,0.025075655,1.3468306,0,1,355030820213619685,2023-11-24,0,0.8154072,12325232,18,88.4616471428571,0,0.0,0,73.4799428571429,47.1640138571429,20.965862,26.4285714285714,16.0,,,,,1714244
2021-08-29,202135,159.0,159,159.0,159,0.00086032425,1.2900366,0,1,355030820213519685,2023-11-24,0,0.72335166,12325232,16.1428571428571,83.754462,0,0.0,0,71.1681967142857,50.1176154285714,18.7730334285714,23.1428571428571,21.0,,,,,1714244
2021-08-22,202134,213.0,213,213.0,213,0.5536384,1.7281622,0,1,355030820213419685,2023-11-24,0,1.013184,12325232,18,65.3955582857143,0,0.0,0,53.2493517142857,41.8718947142857,21.8126297142857,26.4285714285714,33.0,,,,,1714244
2021-08-15,202133,242.0,242,242.0,242,0.9899957,1.9634519,0,1,355030820213319685,2023-11-24,0,1.250325,12325232,17.2857142857143,78.9509281428571,0,0.0,0,60.0367985714286,37.2543948571429,21.2950308571429,27.1428571428571,38.0,,,,,1714244
2021-08-08,202132,219.0,219,219.0,219,0.83891433,1.7768428,0,1,355030820213219685,2023-11-24,0,1.1016731,12325232,13.2857142857143,90.02955,0,0.0,0,73.9514435714286,53.8827211428571,16.3623188571429,20.2857142857143,29.0,,,,,1714244
2021-08-01,202131,172.0,172,172.0,172,0.0029161896,1.3955113,0,1,355030820213119685,2023-11-24,0,0.7579712,12325232,11.5714285714286,91.1201228571429,0,0.0,0,80.3401657142857,59.5513532857143,14.185324,18.4285714285714,26.0,,,,,1714244
2021-07-25,202130,188.0,188,188.0,188,0.00027092177,1.5253263,0,1,355030820213019685,2023-11-24,0,0.7201052,12325232,9.85714285714286,75.6757114285714,0,0.0,0,63.4619102857143,49.7190258571429,13.8680124285714,18.2857142857143,29.0,,,,,1714244
2021-07-18,202129,225.0,225,225.0,225,0.0013399465,1.8255235,0,1,355030820212919685,2023-11-24,0,0.7674251,12325232,1E+1,88.4735657142857,0,0.0,0,67.5185347142857,36.8599722857143,14.2529644285714,2E+1,32.0,,,,,1714244
2021-07-11,202128,270.0,270,270.0,270,0.00250913,2.190628,0,1,355030820212819685,2023-11-24,0,0.79615974,12325232,14.1428571428571,81.1417764285714,0,0.0,1,63.5301231428571,42.7213531428571,18.01821,22.8571428571429,46.0,,,,,1714244
2021-07-04,202127,289.0,289,289.0,289,1.1360157e-06,2.3447835,0,1,355030820212719685,2023-11-24,0,0.6981785,12325232,12.7142857142857,89.4097342857143,0,0.0,1,79.8196094285714,56.993546,15.0486542857143,19.1428571428571,49.0,,,,,1714244
2021-06-27,202126,314.0,314,314.0,314,5.4645177e-12,2.5476193,0,1,355030820212619685,2023-11-24,0,0.618438,12325232,11.8571428571429,82.9490007142857,0,0.0,1,69.6389652857143,50.8646747142857,14.992777,19,65.0,,,,,1714244
2021-06-20,202125,409.0,409,409.0,409,2.6633806e-11,3.3183959,0,1,355030820212519685,2023-11-24,0,0.6612735,12325232,14,92.9891914285714,0,0.0,1,78.5087458571429,58.4674822857143,16.8825051428571,21.4285714285714,75.0,,,,,1714244
2021-06-13,202124,513.0,513,513.0,513,1.7851831e-11,4.1621933,0,1,355030820212419685,2023-11-24,0,0.6864871,12325232,13,89.5140757142857,0,0.0,1,81.7426894285714,67.6832952857143,14.725414,17.4285714285714,123.0,,,,,1714244
2021-06-06,202123,583.0,583,583.0,583,3.330669e-15,4.730134,0,1,355030820212319685,2023-11-24,0,0.6626763,12325232,16.1428571428571,93.037516,0,0.0,1,82.8145687142857,67.4481608571429,17.9029305714286,20.4285714285714,199.0,,,,,1714244
2021-05-30,202122,781.0,781,781.0,781,8.3035245e-10,6.3365946,0,1,355030820212219685,2023-11-24,0,0.7527192,12325232,16,92.2534814285714,0,0.0,1,76.8397758571429,51.1540498571429,19.0756988571429,24.2857142857143,249.0,,,,,1714244
2021-05-23,202121,853.0,853,853.0,853,0.0,6.920762,0,1,355030820212119685,2023-11-24,0,0.6937903,12325232,14.8571428571429,84.37792,0,0.0,1,66.1582194285714,40.3548914285714,18.8241342857143,24.4285714285714,302.0,,,,,1714244
2021-05-16,202120,1017.0,1017,1017.0,1017,2.220446e-16,8.251366,0,1,355030820212019685,2023-11-24,0,0.7180409,12325232,14.5714285714286,92.1030928571429,0,0.0,1,72.795133,42.8768062857143,18.1326528571429,23.2857142857143,374.0,,,,,1714244
2021-05-09,202119,1226.0,1226,1226.0,1226,1.3350188e-10,9.947075,0,1,355030820211919685,2023-11-24,0,0.78645015,12325232,14.1428571428571,92.10796,0,0.0,1,79.706835,58.7201904285714,17.092347,21.1428571428571,509.0,,,,,1714244
2021-05-02,202118,1472.0,1472,1472.0,1472,0.0005112574,11.94298,0,1,355030820211819685,2023-11-24,0,0.88910663,12325232,15.2857142857143,92.9592571428571,0,0.0,1,75.2180321428571,47.8378351428571,18.72619,24.2857142857143,651.0,,,,,1714244
